,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1097,2024-09-10T18:02:13.531Z,-55.8062,-26.0963,10.0,4.7,mb,33.0,68.0,6.165,0.45,us,us7000ncvw,2024-09-25T21:06:06.040Z,South Sandwich Islands region,earthquake,4.08,1.869,0.12,21.0,reviewed,us,us
1103,2024-09-10T13:23:35.000Z,-21.5676,-67.0193,242.155,4.5,mb,33.0,88.0,1.747,0.63,us,usa000p76t,2024-09-10T17:57:07.040Z,"108 km SW of Atocha, Bolivia",earthquake,10.33,11.972,0.124,22.0,reviewed,us,us
1107,2024-09-10T10:02:31.779Z,-7.0097,130.1013,126.123,4.6,mb,54.0,104.0,2.479,1.03,us,us6000nqur,2024-09-10T12:30:29.040Z,"Pulau Pulau Tanimbar, Indonesia",earthquake,8.67,1.774,0.083,43.0,reviewed,us,us
1109,2024-09-10T08:49:40.226Z,-20.1116,-177.8082,552.212,4.4,mb,62.0,64.0,2.657,0.74,us,us6000nqul,2024-09-10T09:17:55.040Z,"286 km WNW of Houma, Tonga",earthquake,6.99,7.63,0.044,151.0,reviewed,us,us
1112,2024-09-10T05:28:16.085Z,13.9592,145.4831,103.958,4.5,mb,29.0,127.0,1.302,0.68,us,us6000nqvb,2024-10-07T02:25:53.071Z,"79 km NE of Yigo Village, Guam",earthquake,12.91,7.994,0.077,55.0,reviewed,us,us
1113,2024-09-10T05:11:06.743Z,-8.6344,124.231,123.872,4.8,mww,74.0,39.0,1.971,0.83,us,us6000nqtv,2024-10-07T02:30:58.040Z,"64 km NNW of Pante Makasar, Timor Leste",earthquake,8.26,6.59,0.103,9.0,reviewed,us,us
1114,2024-09-10T04:59:11.161Z,-30.4529,-177.576,10.0,5.0,mb,48.0,135.0,1.224,0.67,us,us6000nqtr,2024-09-10T22:24:36.040Z,"Kermadec Islands, New Zealand",earthquake,10.17,1.652,0.105,29.0,reviewed,us,us
1115,2024-09-10T04:26:13.867Z,-5.0034,152.0878,95.729,4.6,mb,53.0,124.0,6.558,0.59,us,us6000nqti,2024-09-10T22:12:56.040Z,"75 km SSW of Kokopo, Papua New Guinea",earthquake,14.26,7.381,0.083,44.0,reviewed,us,us
1116,2024-09-10T04:17:53.367Z,-38.4583,178.6393,10.0,4.8,mb,29.0,119.0,0.932,0.78,us,us6000nqtf,2024-09-10T05:04:48.932Z,"55 km ENE of Wainui, New Zealand",earthquake,5.63,1.964,0.121,21.0,reviewed,us,us
1118,2024-09-10T01:27:36.918Z,-55.9917,-28.018,117.636,4.6,mb,29.0,101.0,5.152,0.75,us,us6000nquj,2024-09-10T21:59:07.040Z,South Sandwich Islands region,earthquake,11.03,7.824,0.107,26.0,reviewed,us,us
1119,2024-09-10T00:53:39.171Z,-26.6772,-176.3359,35.0,5.0,mb,89.0,124.0,2.92,0.5,us,us6000nqsx,2024-10-04T04:24:21.040Z,south of the Fiji Islands,earthquake,9.78,1.775,0.067,72.0,reviewed,us,us
1125,2024-09-09T21:01:29.242Z,4.3404,126.7337,48.5,5.1,mww,212.0,72.0,2.944,0.53,us,us6000nqrs,2024-10-03T04:39:23.665Z,"183 km SE of Sarangani, Philippines",earthquake,7.11,5.044,0.086,13.0,reviewed,us,us
1126,2024-09-09T20:11:39.806Z,-53.9899,6.8568,10.0,4.6,mb,22.0,59.0,18.243,0.51,us,us6000nqrm,2024-09-27T15:44:28.040Z,Bouvet Island region,earthquake,13.93,1.909,0.122,20.0,reviewed,us,us
1127,2024-09-09T19:31:28.362Z,17.8073,119.7011,10.0,4.5,mb,53.0,118.0,5.15,0.75,us,us6000nqre,2024-09-27T15:39:23.040Z,"71 km WNW of Puro Pinget, Philippines",earthquake,9.89,1.901,0.082,44.0,reviewed,us,us
1128,2024-09-09T18:49:51.430Z,31.8595,131.7809,25.069,4.2,mb,31.0,127.0,1.185,0.83,us,us6000nqr9,2024-09-22T12:54:07.040Z,"35 km E of Miyazaki, Japan",earthquake,6.49,6.588,0.141,14.0,reviewed,us,us
1129,2024-09-09T17:37:09.146Z,-6.2802,-107.1062,10.0,5.4,mww,73.0,153.0,17.109,0.66,us,us6000nqqz,2024-09-27T15:34:58.802Z,central East Pacific Rise,earthquake,14.36,1.931,0.06,27.0,reviewed,us,us
1131,2024-09-09T17:24:09.700Z,-31.7355,-72.2241,15.265,4.1,mwr,28.0,141.0,1.106,0.99,us,us6000nqqj,2024-09-22T13:52:53.040Z,"100 km W of Illapel, Chile",earthquake,2.59,4.594,0.049,40.0,reviewed,us,us
1136,2024-09-09T16:28:20.830Z,-6.2441,151.8764,54.272,4.8,mb,65.0,65.0,5.63,0.59,us,us6000nqp4,2024-09-25T21:01:23.040Z,"207 km ESE of Kimbe, Papua New Guinea",earthquake,10.21,4.677,0.056,99.0,reviewed,us,us
1138,2024-09-09T16:02:33.731Z,-21.2806,-68.7867,109.195,4.1,mb,20.0,60.0,1.18,0.62,us,us6000nqnz,2024-09-25T16:51:57.040Z,"55 km W of Ollagüe, Chile",earthquake,7.65,9.807,0.151,12.0,reviewed,us,us
1141,2024-09-09T15:14:24.770Z,-22.3316,-67.4299,162.269,4.2,mb,50.0,45.0,0.927,1.06,us,us6000nqnm,2024-09-25T16:36:41.040Z,"102 km NE of San Pedro de Atacama, Chile",earthquake,7.98,6.062,0.108,24.0,reviewed,us,us
1142,2024-09-09T15:02:53.941Z,-29.6808,-176.1815,10.0,5.0,mb,66.0,63.0,1.573,0.74,us,us6000nqni,2024-09-25T16:24:32.040Z,Kermadec Islands region,earthquake,10.51,1.807,0.048,142.0,reviewed,us,us
1143,2024-09-09T13:18:56.607Z,22.4668,121.8421,10.0,4.4,mb,27.0,97.0,0.786,0.7,us,us6000nqml,2024-09-25T16:05:45.040Z,"124 km ENE of Hengchun, Taiwan",earthquake,3.84,1.881,0.169,11.0,reviewed,us,us
1148,2024-09-09T09:13:51.489Z,-21.3588,-173.6318,10.0,4.9,mb,53.0,85.0,1.235,1.44,us,us6000nqlk,2024-09-09T11:34:48.040Z,"137 km E of ‘Ohonua, Tonga",earthquake,7.36,1.832,0.072,88.0,reviewed,us,us
1149,2024-09-09T09:13:11.822Z,-5.9732,146.618,52.28,4.6,mb,50.0,95.0,3.451,1.01,us,us6000nqlj,2024-09-09T12:23:21.040Z,"90 km ENE of Kainantu, Papua New Guinea",earthquake,7.79,4.931,0.072,57.0,reviewed,us,us
1150,2024-09-09T08:50:03.767Z,-35.8127,179.7648,64.161,4.8,mb,38.0,124.0,2.103,0.55,us,us6000nqli,2024-09-09T10:31:33.040Z,"237 km NNE of Hicks Bay, New Zealand",earthquake,8.74,6.021,0.113,24.0,reviewed,us,us
1151,2024-09-09T08:20:03.120Z,36.2468,70.0263,143.46,4.3,mb,46.0,73.0,1.875,0.68,us,us6000nqlc,2024-09-10T07:14:18.040Z,"39 km SSE of Farkhār, Afghanistan",earthquake,6.39,7.998,0.116,21.0,reviewed,us,us
1153,2024-09-09T07:17:37.044Z,40.3493,141.0873,108.233,4.5,mb,102.0,121.0,0.44,0.79,us,us6000nql1,2024-09-09T15:17:06.040Z,"22 km NW of Ichinohe, Japan",earthquake,8.28,6.654,0.038,205.0,reviewed,us,us
1154,2024-09-09T06:47:23.404Z,29.2589,130.3063,17.568,4.8,mb,67.0,102.0,2.246,0.56,us,us6000nqku,2024-09-09T09:11:20.040Z,"109 km S of Yudomari, Japan",earthquake,8.31,4.714,0.056,99.0,reviewed,us,us
1155,2024-09-09T06:08:44.743Z,-22.5001,69.2208,10.0,5.0,mb,59.0,45.0,6.106,0.94,us,us6000nqks,2024-09-09T09:27:28.176Z,Mid-Indian Ridge,earthquake,9.03,1.855,0.073,59.0,reviewed,us,us
1160,2024-09-09T02:33:59.593Z,50.3873,-169.1405,10.0,4.1,mb,25.0,195.0,2.595,0.74,us,us6000nqjz,2024-09-10T00:58:05.040Z,"284 km S of Nikolski, Alaska",earthquake,11.45,1.984,0.165,10.0,reviewed,us,us
1165,2024-09-08T23:15:32.438Z,-4.1123,142.9635,66.504,5.0,mww,130.0,49.0,2.759,0.68,us,us6000nqja,2024-10-02T00:28:49.604Z,"19 km NE of Ambunti, Papua New Guinea",earthquake,7.81,5.25,0.11,8.0,reviewed,us,us
1168,2024-09-08T21:45:17.230Z,30.2858,50.4944,10.0,4.2,mb,58.0,143.0,6.161,0.53,us,us6000nqiw,2024-10-01T22:55:52.040Z,"30 km WSW of Dogonbadan, Iran",earthquake,6.35,1.934,0.088,36.0,reviewed,us,us
1170,2024-09-08T21:13:08.839Z,-56.6158,-27.2342,144.374,5.1,mb,134.0,39.0,5.761,0.49,us,us6000nqim,2024-10-01T04:55:13.040Z,South Sandwich Islands region,earthquake,10.56,4.411,0.061,88.0,reviewed,us,us
1172,2024-09-08T20:30:49.078Z,19.7505,121.3639,29.206,4.3,mb,35.0,123.0,3.063,0.42,us,us6000nqih,2024-09-21T15:52:24.040Z,"99 km SW of Basco, Philippines",earthquake,10.85,6.518,0.119,20.0,reviewed,us,us
1173,2024-09-08T20:13:10.524Z,-24.0089,179.8687,521.16,4.3,mb,65.0,50.0,5.448,0.72,us,us6000nqid,2024-09-21T15:50:50.040Z,south of the Fiji Islands,earthquake,8.58,6.624,0.078,47.0,reviewed,us,us
1174,2024-09-08T19:28:00.317Z,11.0118,125.7808,41.792,4.9,mww,98.0,42.0,3.922,0.86,us,us6000nqi6,2024-09-21T15:50:00.274Z,"6 km ESE of Guiuan, Philippines",earthquake,8.05,6.343,0.083,14.0,reviewed,us,us
1175,2024-09-08T19:24:06.060Z,-34.1152,-70.5006,109.046,4.3,mb,31.0,92.0,0.411,0.62,us,us6000nqi4,2024-09-21T15:44:10.040Z,"15 km ENE of Machalí, Chile",earthquake,4.99,2.58,0.129,17.0,reviewed,us,us
1178,2024-09-08T15:46:04.370Z,-35.1913,-74.0854,15.601,4.5,mb,25.0,105.0,2.25,0.56,us,us6000nqhc,2024-09-21T20:51:55.040Z,"153 km W of Constitución, Chile",earthquake,6.51,3.735,0.156,12.0,reviewed,us,us
1179,2024-09-08T14:53:24.791Z,-10.808,166.25,191.245,5.0,mww,94.0,29.0,6.353,0.68,us,us6000nqh7,2024-09-21T20:50:20.040Z,"50 km E of Lata, Solomon Islands",earthquake,8.66,2.663,0.098,10.0,reviewed,us,us
1182,2024-09-08T12:04:10.319Z,-20.3226,-69.3924,111.26,4.4,mb,30.0,67.0,0.288,1.03,us,us6000nqgi,2024-09-28T05:08:58.122Z,"27 km E of La Tirana, Chile",earthquake,4.66,4.416,0.068,62.0,reviewed,us,us
1184,2024-09-08T11:03:20.272Z,5.7937,126.2706,116.058,4.5,mb,49.0,107.0,1.442,0.8,us,us6000nqgd,2024-09-28T05:17:10.040Z,"63 km S of Pondaguitan, Philippines",earthquake,9.36,7.068,0.057,93.0,reviewed,us,us
1186,2024-09-08T10:17:12.356Z,54.3135,161.7581,54.035,4.9,mb,98.0,130.0,2.256,0.61,us,us6000nqg6,2024-09-28T05:41:42.040Z,"197 km SE of Atlasovo, Russia",earthquake,10.8,6.828,0.024,569.0,reviewed,us,us
1187,2024-09-08T10:06:25.471Z,8.9875,125.3014,64.036,4.7,mb,34.0,121.0,1.925,0.47,us,us6000nqg3,2024-09-28T05:47:48.113Z,"0 km E of Carmen, Philippines",earthquake,8.96,7.845,0.092,36.0,reviewed,us,us
1191,2024-09-08T07:40:46.485Z,-27.8217,-67.387,116.572,4.8,mb,56.0,45.0,2.674,0.95,us,us6000nqfn,2024-10-03T06:00:39.040Z,"27 km WSW of Londres, Argentina",earthquake,8.47,7.172,0.039,199.0,reviewed,us,us
1193,2024-09-08T06:23:45.811Z,-20.9414,-68.835,110.782,4.7,mb,49.0,73.0,0.85,1.2,us,us6000nqfe,2024-10-03T05:53:58.078Z,"68 km WNW of Ollagüe, Chile",earthquake,6.94,5.56,0.039,200.0,reviewed,us,us
1194,2024-09-08T05:29:00.560Z,-22.075,169.7349,10.0,5.4,mww,55.0,112.0,2.185,0.98,us,us6000nqf8,2024-10-03T05:58:22.280Z,"200 km ESE of Tadine, New Caledonia",earthquake,5.6,1.858,0.061,26.0,reviewed,us,us
1195,2024-09-08T05:06:20.134Z,12.5463,-87.7902,74.44,4.2,mb,39.0,140.0,1.054,0.62,us,us6000nqf5,2024-10-03T05:33:50.040Z,"42 km WSW of Jiquilillo, Nicaragua",earthquake,6.84,10.134,0.055,94.0,reviewed,us,us
1196,2024-09-08T05:01:40.450Z,-7.3916,156.1867,35.938,5.3,mww,108.0,24.0,4.24,0.75,us,us6000nqf4,2024-10-03T05:33:16.581Z,"106 km NW of Gizo, Solomon Islands",earthquake,6.73,5.041,0.083,14.0,reviewed,us,us
1197,2024-09-08T04:22:23.669Z,-32.8942,-179.2489,50.36,5.2,mb,49.0,77.0,3.796,1.03,us,us6000nqeu,2024-10-02T01:00:01.040Z,south of the Kermadec Islands,earthquake,12.62,6.034,0.045,163.0,reviewed,us,us
1199,2024-09-08T02:44:59.157Z,-12.4,166.6643,35.0,5.1,mb,60.0,154.0,7.222,0.92,us,us6000nqej,2024-10-02T00:09:38.040Z,"189 km NNW of Sola, Vanuatu",earthquake,10.95,1.9,0.079,52.0,reviewed,us,us
1202,2024-09-08T02:08:19.678Z,39.938,143.0596,40.869,4.6,mb,57.0,151.0,1.745,0.63,us,us6000nqe8,2024-10-01T23:52:25.040Z,"101 km ENE of Miyako, Japan",earthquake,8.94,8.101,0.08,46.0,reviewed,us,us
1203,2024-09-08T01:41:53.492Z,37.4864,142.1066,42.019,4.7,mb,59.0,135.0,3.259,0.85,us,us6000nqe1,2024-10-01T23:50:02.040Z,"97 km E of Namie, Japan",earthquake,7.86,7.322,0.038,214.0,reviewed,us,us
